Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Arhar/Tur,2013,Rabi,Punjab,336207.72,1133020.02,1990.72,191.03,0.35,3.37
Arhar/Tur,2013,Whole Year,Punjab,301345.96,1039643.56,1768.04,235.68,2.05,3.45
Moong(Green Gram),2013,Kharif,Punjab,261848.8,586541.31,1712.78,79.71,1.34,2.24
Moong(Green Gram),2013,Rabi,Punjab,157393.93,306918.16,1129.15,178.92,4.38,1.95
Potato,2013,Kharif,Punjab,145236.26,5203815.2,937.69,94.07,3.69,35.83
Potato,2013,Rabi,Punjab,266869.36,10709467.42,650.08,128.44,4.49,40.13
Onion,2013,Summer,Punjab,303067.95,9998211.67,535.75,151.45,1.26,32.99
Onion,2013,Kharif,Punjab,363252.63,12368752.05,1065.75,149.13,3.61,34.05
Tomato,2013,Whole Year,Punjab,190441.92,7451992.33,563.75,85.28,1.8,39.13
Tomato,2013,Rabi,Punjab,199518.05,9866167.57,1704.24,149.42,1.67,49.45
Banana,2013,Kharif,Punjab,271278.04,19768030.77,1207.57,38.29,1.38,72.87
Banana,2013,Whole Year,Punjab,138679.41,9543917.0,1075.29,182.32,2.27,68.82
Rice,2013,Whole Year,Rajasthan,301018.86,1649583.35,954.86,73.98,1.87,5.48
Rice,2013,Rabi,Rajasthan,260403.9,2127499.86,2178.5,175.13,4.21,8.17
Wheat,2013,Summer,Rajasthan,140292.12,823514.74,645.86,140.43,2.43,5.87
Wheat,2013,Rabi,Rajasthan,437112.7,2745067.76,1980.87,54.86,1.66,6.28
Maize,2013,Whole Year,Rajasthan,14959.03,60584.07,993.68,35.06,2.35,4.05
Maize,2013,Summer,Rajasthan,108407.99,672129.54,1897.79,127.13,2.07,6.2
Cotton(lint),2013,Kharif,Rajasthan,109887.86,369223.21,579.58,201.62,0.57,3.36
Cotton(lint),2013,Whole Year,Rajasthan,351733.26,925058.47,470.71,94.74,2.67,2.63
Sugarcane,2013,Kharif,Rajasthan,147176.11,12047836.36,528.97,91.44,0.39,81.86
Sugarcane,2013,Rabi,Rajasthan,285264.15,28449393.68,1582.07,129.15,0.87,99.73
Soybean,2013,Rabi,Rajasthan,338294.11,1082541.15,2128.78,120.53,1.77,3.2
Soybean,2013,Whole Year,Rajasthan,281832.98,949777.14,1721.47,194.84,2.99,3.37
Groundnut,2013,Summer,Rajasthan,320103.35,1318825.8,1167.98,123.78,3.72,4.12
Groundnut,2013,Whole Year,Rajasthan,131552.76,489376.27,1910.05,139.68,2.58,3.72
Rapeseed &Mustard,2013,Summer,Rajasthan,124211.36,434739.76,1876.49,94.73,4.45,3.5
Rapeseed &Mustard,2013,Whole Year,Rajasthan,33230.55,102017.79,1026.94,184.87,3.02,3.07
Gram,2013,Summer,Rajasthan,18459.84,48733.98,1497.2,157.77,4.07,2.64
Gram,2013,Whole Year,Rajasthan,386865.65,738913.39,1253.73,42.54,0.68,1.91
Arhar/Tur,2013,Whole Year,Rajasthan,170350.76,327073.46,816.38,163.51,3.15,1.92
Arhar/Tur,2013,Summer,Rajasthan,413370.31,1099565.02,2164.59,120.52,2.84,2.66
Moong(Green Gram),2013,Rabi,Rajasthan,194400.05,357696.09,1676.34,153.49,3.57,1.84
Moong(Green Gram),2013,Summer,Rajasthan,360657.99,414756.69,560.6,77.98,1.08,1.15
Potato,2013,Whole Year,Rajasthan,393408.43,12349090.62,1513.2,115.25,2.5,31.39
Potato,2013,Summer,Rajasthan,22848.37,615763.57,1578.83,46.27,0.45,26.95
Onion,2013,Summer,Rajasthan,93753.53,2361651.42,1944.45,69.95,4.49,25.19
Onion,2013,Kharif,Rajasthan,311078.38,9242138.67,1497.36,239.96,3.65,29.71
Tomato,2013,Summer,Rajasthan,368123.33,12928491.35,1324.71,87.3,1.1,35.12
Tomato,2013,Kharif,Rajasthan,171504.35,5874023.99,916.0,199.24,0.34,34.25
Banana,2013,Whole Year,Rajasthan,329625.94,18290943.41,558.34,182.62,0.79,55.49
Banana,2013,Kharif,Rajasthan,226542.53,13710353.92,2141.37,48.67,2.25,60.52
Rice,2013,Rabi,Tamil Nadu,261891.37,1741577.61,2022.48,34.48,0.87,6.65
Rice,2013,Summer,Tamil Nadu,290414.23,2552741.08,2171.42,214.55,2.74,8.79
Wheat,2013,Summer,Tamil Nadu,338149.35,2022133.11,961.89,180.63,1.06,5.98
Wheat,2013,Rabi,Tamil Nadu,203461.93,1591072.29,1784.37,190.02,2.42,7.82
Maize,2013,Whole Year,Tamil Nadu,108519.95,632671.31,1504.85,160.47,0.4,5.83
Maize,2013,Kharif,Tamil Nadu,336475.42,2637967.29,1854.59,145.95,0.21,7.84
Cotton(lint),2013,Summer,Tamil Nadu,404373.19,1500224.53,946.5,155.45,1.33,3.71
Cotton(lint),2013,Kharif,Tamil Nadu,412185.62,1628133.2,1104.7,202.47,1.05,3.95
Sugarcane,2013,Whole Year,Tamil Nadu,281366.61,30154059.59,1474.47,63.48,2.93,107.17
Sugarcane,2013,Kharif,Tamil Nadu,243124.14,30001518.88,2180.68,103.45,4.35,123.4
Soybean,2013,Rabi,Tamil Nadu,191558.44,515292.2,626.62,40.07,4.36,2.69
Soybean,2013,Kharif,Tamil Nadu,41202.09,188705.57,2072.83,128.59,3.86,4.58
Groundnut,2013,Rabi,Tamil Nadu,180297.57,823959.89,1682.95,38.93,0.75,4.57
Groundnut,2013,Whole Year,Tamil Nadu,109667.66,418930.46,699.27,154.48,3.47,3.82
Rapeseed &Mustard,2013,Rabi,Tamil Nadu,222125.37,764111.27,1841.74,104.34,2.63,3.44
Rapeseed &Mustard,2013,Whole Year,Tamil Nadu,397397.59,1466397.11,2115.55,38.18,0.45,3.69
Gram,2013,Summer,Tamil Nadu,437567.0,1242690.28,1495.09,139.66,2.43,2.84
Gram,2013,Rabi,Tamil Nadu,286117.96,806852.65,2079.31,155.14,3.89,2.82
Arhar/Tur,2013,Whole Year,Tamil Nadu,434048.97,1197975.16,1895.41,65.03,3.63,2.76
Arhar/Tur,2013,Kharif,Tamil Nadu,363574.76,687156.3,1037.15,63.59,2.99,1.89
Moong(Green Gram),2013,Summer,Tamil Nadu,428759.6,853231.6,1826.57,61.31,4.42,1.99
Moong(Green Gram),2013,Kharif,Tamil Nadu,275310.84,520337.49,592.13,147.69,0.52,1.89
Potato,2013,Kharif,Tamil Nadu,393560.23,17139548.02,1705.1,82.41,4.02,43.55
Potato,2013,Rabi,Tamil Nadu,76457.13,3775453.08,1943.99,225.5,3.53,49.38
Onion,2013,Whole Year,Tamil Nadu,387573.07,9894740.48,1280.01,64.42,3.08,25.53
Onion,2013,Rabi,Tamil Nadu,12858.25,384976.01,759.73,113.95,0.92,29.94
Tomato,2013,Summer,Tamil Nadu,432823.08,17537991.2,1775.64,97.15,4.29,40.52
Tomato,2013,Kharif,Tamil Nadu,211000.94,9360001.7,1139.34,78.93,1.86,44.36
Banana,2013,Kharif,Tamil Nadu,151922.8,8387657.79,1027.7,71.77,4.19,55.21
Banana,2013,Summer,Tamil Nadu,89729.77,6107008.15,1307.82,170.54,4.06,68.06
Rice,2013,Whole Year,Telangana,15547.49,129977.02,2047.77,219.5,1.83,8.36
Rice,2013,Rabi,Telangana,181592.31,1389181.17,1932.04,70.43,2.09,7.65
Wheat,2013,Summer,Telangana,195231.78,1298291.34,1749.85,126.35,0.9,6.65
Wheat,2013,Whole Year,Telangana,31767.75,197913.08,1451.81,157.58,0.47,6.23
Maize,2013,Summer,Telangana,21732.71,126049.72,495.53,190.14,1.49,5.8
Maize,2013,Kharif,Telangana,168337.05,1018439.15,1795.07,215.74,0.46,6.05
Cotton(lint),2013,Summer,Telangana,215074.01,1090425.23,1601.8,198.48,4.38,5.07
Cotton(lint),2013,Whole Year,Telangana,990.65,3774.38,1354.42,75.08,0.61,3.81
Sugarcane,2013,Whole Year,Telangana,185816.5,19259880.23,1606.19,132.84,2.08,103.65
Sugarcane,2013,Summer,Telangana,157733.14,14462551.61,1563.14,54.36,0.6,91.69
Soybean,2013,Summer,Telangana,337592.91,1225462.26,1426.32,154.95,0.64,3.63
Soybean,2013,Rabi,Telangana,264886.88,1139013.58,2107.23,176.98,1.39,4.3
Groundnut,2013,Summer,Telangana,200367.66,1059944.92,1539.86,163.68,3.6,5.29
Groundnut,2013,Rabi,Telangana,198362.92,886682.25,1606.31,125.7,4.28,4.47
Rapeseed &Mustard,2013,Whole Year,Telangana,259652.48,576428.51,710.92,43.86,3.64,2.22
Rapeseed &Mustard,2013,Summer,Telangana,440306.18,1386964.47,1691.07,82.6,2.74,3.15
Gram,2013,Whole Year,Telangana,145438.95,482857.31,1763.24,196.59,3.19,3.32
Gram,2013,Summer,Telangana,156497.1,378722.98,753.15,175.82,1.35,2.42
Arhar/Tur,2013,Whole Year,Telangana,20655.78,54324.7,1684.93,225.23,3.28,2.63
Arhar/Tur,2013,Summer,Telangana,7411.34,18231.9,1650.41,78.52,3.89,2.46
Moong(Green Gram),2013,Whole Year,Telangana,118263.57,156107.91,449.69,95.73,3.27,1.32
Moong(Green Gram),2013,Kharif,Telangana,9594.04,20819.07,1699.16,214.94,2.64,2.17
Potato,2013,Rabi,Telangana,3056.86,97116.44,647.34,122.24,0.83,31.77
Potato,2013,Whole Year,Telangana,368672.81,15410523.46,1845.48,228.54,4.49,41.8
Onion,2013,Kharif,Telangana,274707.73,9680700.41,2165.59,166.75,3.28,35.24
Onion,2013,Rabi,Telangana,36130.15,918067.11,1581.75,41.67,0.7,25.41
Tomato,2013,Rabi,Telangana,421541.36,16756269.06,1848.75,183.49,3.58,39.75
Tomato,2013,Kharif,Telangana,85677.99,4073988.42,1959.41,182.28,1.12,47.55
Banana,2013,Rabi,Telangana,201831.19,15036423.65,1909.42,235.69,3.11,74.5
Banana,2013,Whole Year,Telangana,212932.82,16600242.65,1563.85,219.74,4.12,77.96
Rice,2013,Summer,Uttar Pradesh,198051.59,905095.77,664.75,51.06,1.48,4.57
Rice,2013,Whole Year,Uttar Pradesh,72373.86,493589.73,1127.41,146.62,0.33,6.82
Wheat,2013,Kharif,Uttar Pradesh,180630.01,1208414.77,1953.26,40.47,4.07,6.69
Wheat,2013,Rabi,Uttar Pradesh,113101.94,867491.88,1650.86,199.99,3.22,7.67
Maize,2013,Rabi,Uttar Pradesh,309413.67,2162801.55,1067.26,213.92,3.82,6.99
Maize,2013,Kharif,Uttar Pradesh,366436.6,2044716.23,1309.2,113.81,4.14,5.58
Cotton(lint),2013,Rabi,Uttar Pradesh,447953.43,1890363.47,2101.95,32.72,4.05,4.22
Cotton(lint),2013,Kharif,Uttar Pradesh,262444.99,1585167.74,1915.34,229.72,2.61,6.04
Sugarcane,2013,Kharif,Uttar Pradesh,84814.13,10249787.61,1781.71,76.78,4.37,120.85
Sugarcane,2013,Summer,Uttar Pradesh,98408.53,12690764.03,2006.87,170.24,3.92,128.96
Soybean,2013,Kharif,Uttar Pradesh,221361.84,737134.93,1480.92,59.88,3.7,3.33
Soybean,2013,Summer,Uttar Pradesh,440777.77,1648508.86,1038.26,237.59,4.31,3.74
Groundnut,2013,Whole Year,Uttar Pradesh,430494.62,2664761.7,1911.61,227.74,3.67,6.19
Groundnut,2013,Kharif,Uttar Pradesh,415350.63,2213818.86,2104.66,173.47,1.11,5.33
Rapeseed &Mustard,2013,Kharif,Uttar Pradesh,83539.61,334158.44,1474.83,210.43,1.84,4.0
Rapeseed &Mustard,2013,Summer,Uttar Pradesh,116252.54,491748.24,2053.56,148.34,1.73,4.23
Gram,2013,Summer,Uttar Pradesh,164299.92,491256.76,1871.38,50.57,3.12,2.99
Gram,2013,Kharif,Uttar Pradesh,181275.61,563767.15,1597.63,226.2,0.29,3.11
Arhar/Tur,2013,Kharif,Uttar Pradesh,69137.55,183905.88,1783.12,121.6,0.96,2.66
Arhar/Tur,2013,Rabi,Uttar Pradesh,420006.44,1045816.04,1473.4,130.72,0.81,2.49
Moong(Green Gram),2013,Kharif,Uttar Pradesh,400312.46,776606.17,1753.21,30.96,1.95,1.94
Moong(Green Gram),2013,Rabi,Uttar Pradesh,30010.0,50116.7,1356.2,58.59,3.05,1.67
Potato,2013,Kharif,Uttar Pradesh,404826.49,14962387.07,994.63,208.5,0.6,36.96
Potato,2013,Summer,Uttar Pradesh,27318.17,986732.3,1106.48,218.32,1.24,36.12
Onion,2013,Whole Year,Uttar Pradesh,446594.26,10468169.45,1761.22,37.54,3.26,23.44
Onion,2013,Rabi,Uttar Pradesh,377776.49,11072628.92,1799.71,142.57,0.71,29.31
Tomato,2013,Rabi,Uttar Pradesh,256674.3,9979496.78,1285.84,138.76,3.98,38.88
Tomato,2013,Summer,Uttar Pradesh,205351.55,8729494.39,1327.34,139.11,4.29,42.51
Banana,2013,Whole Year,Uttar Pradesh,239425.79,15493242.87,1529.0,164.35,2.72,64.71
Banana,2013,Kharif,Uttar Pradesh,28281.01,1661226.53,1866.94,102.26,4.13,58.74
Rice,2013,Rabi,West Bengal,217301.09,1453744.29,740.43,226.85,0.24,6.69
Rice,2013,Kharif,West Bengal,173295.98,856082.14,567.6,93.61,2.34,4.94
Wheat,2013,Whole Year,West Bengal,16742.48,110835.22,1419.94,108.07,4.04,6.62
Wheat,2013,Summer,West Bengal,436928.86,2678373.91,1021.06,185.77,3.99,6.13
Maize,2013,Rabi,West Bengal,51299.18,271372.66,859.06,67.35,0.94,5.29
Maize,2013,Kharif,West Bengal,79624.65,653718.38,2182.31,118.59,0.62,8.21
Cotton(lint),2013,Kharif,West Bengal,292614.75,1389920.06,1977.6,111.15,3.51,4.75
Cotton(lint),2013,Summer,West Bengal,337920.48,1355061.12,1197.4,196.66,2.6,4.01
Sugarcane,2013,Whole Year,West Bengal,59304.23,7245197.78,1916.37,206.9,2.23,122.17
Sugarcane,2013,Kharif,West Bengal,442292.53,45830351.96,1358.31,72.34,2.11,103.62
Soybean,2013,Rabi,West Bengal,88200.06,284886.19,965.24,124.99,3.86,3.23
Soybean,2013,Whole Year,West Bengal,122744.72,425924.18,1468.23,89.48,0.67,3.47
Groundnut,2013,Whole Year,West Bengal,194241.46,971207.3,1420.47,204.2,1.6,5.0
Groundnut,2013,Rabi,West Bengal,430328.53,2508815.33,1985.36,191.21,2.21,5.83
Rapeseed &Mustard,2013,Whole Year,West Bengal,326018.03,1222567.61,1536.7,197.22,2.13,3.75
Rapeseed &Mustard,2013,Rabi,West Bengal,119637.07,278754.37,1091.98,33.66,1.85,2.33
Gram,2013,Summer,West Bengal,11843.08,27594.38,1224.9,44.16,4.37,2.33
Gram,2013,Whole Year,West Bengal,176796.11,537460.17,1321.59,190.08,1.16,3.04
Arhar/Tur,2013,Rabi,West Bengal,239321.51,557619.12,478.46,134.83,0.74,2.33
Arhar/Tur,2013,Kharif,West Bengal,437256.9,1189338.77,1578.97,90.45,1.24,2.72
Moong(Green Gram),2013,Rabi,West Bengal,207455.08,433581.12,2188.61,111.16,2.19,2.09
Moong(Green Gram),2013,Whole Year,West Bengal,415065.49,788624.43,1747.89,100.01,3.21,1.9
Potato,2013,Whole Year,West Bengal,119394.73,4467750.8,761.04,212.65,0.97,37.42
Potato,2013,Rabi,West Bengal,279681.91,8974992.49,1854.73,115.54,2.5,32.09
Onion,2013,Rabi,West Bengal,158976.68,4456116.34,2164.95,92.77,0.23,28.03
Onion,2013,Whole Year,West Bengal,20500.24,662157.75,1656.88,183.77,2.18,32.3
Tomato,2013,Summer,West Bengal,388734.9,18029524.66,1786.58,149.67,2.96,46.38
Tomato,2013,Whole Year,West Bengal,209870.62,7943602.97,802.11,205.26,1.18,37.85
Banana,2013,Kharif,West Bengal,211917.66,14524836.42,1675.54,117.41,4.03,68.54
Banana,2013,Summer,West Bengal,420612.07,35697346.38,1896.86,238.27,2.88,84.87
Rice,2014,Rabi,Andhra Pradesh,158482.08,987343.36,1613.98,43.71,2.72,6.23
Rice,2014,Kharif,Andhra Pradesh,251761.34,1684283.36,1994.19,151.61,1.18,6.69
Wheat,2014,Whole Year,Andhra Pradesh,214217.63,1154633.03,1134.93,104.26,0.64,5.39
Wheat,2014,Rabi,Andhra Pradesh,297533.17,1930990.27,974.57,120.54,0.43,6.49
Maize,2014,Rabi,Andhra Pradesh,11394.8,72584.88,1374.22,212.77,3.52,6.37
Maize,2014,Summer,Andhra Pradesh,296152.82,2117492.66,1779.34,150.21,4.04,7.15
Cotton(lint),2014,Rabi,Andhra Pradesh,201086.86,703804.01,1306.73,86.6,3.0,3.5
Cotton(lint),2014,Whole Year,Andhra Pradesh,352289.64,1497230.97,1393.54,230.17,1.74,4.25
Sugarcane,2014,Whole Year,Andhra Pradesh,430577.72,42799425.37,413.82,48.54,3.1,99.4
Sugarcane,2014,Summer,Andhra Pradesh,5884.93,644046.74,1852.56,58.4,1.45,109.44
Soybean,2014,Kharif,Andhra Pradesh,256499.76,1102948.97,2169.63,75.67,4.44,4.3
Soybean,2014,Summer,Andhra Pradesh,40793.75,116670.12,940.76,42.12,1.8,2.86
Groundnut,2014,Whole Year,Andhra Pradesh,103407.37,356755.43,650.02,72.34,1.72,3.45
Groundnut,2014,Kharif,Andhra Pradesh,20166.39,98411.98,1942.11,76.15,3.73,4.88
Rapeseed &Mustard,2014,Summer,Andhra Pradesh,266669.45,922676.3,1695.82,166.79,0.82,3.46
Rapeseed &Mustard,2014,Kharif,Andhra Pradesh,180855.79,636612.38,1424.13,147.37,0.71,3.52
Gram,2014,Kharif,Andhra Pradesh,326802.14,637264.17,547.27,56.76,4.04,1.95
Gram,2014,Summer,Andhra Pradesh,106788.58,242410.08,1521.04,54.24,0.75,2.27
Arhar/Tur,2014,Rabi,Andhra Pradesh,222585.62,661079.29,1511.92,214.65,3.38,2.97
Arhar/Tur,2014,Whole Year,Andhra Pradesh,205587.12,499576.7,602.41,238.46,0.3,2.43
Moong(Green Gram),2014,Whole Year,Andhra Pradesh,103131.94,187700.13,1550.22,51.3,3.21,1.82
Moong(Green Gram),2014,Kharif,Andhra Pradesh,373171.91,947856.65,1806.75,171.0,2.11,2.54
Potato,2014,Kharif,Andhra Pradesh,54162.88,1920074.1,689.83,141.95,4.37,35.45
Potato,2014,Rabi,Andhra Pradesh,17671.26,670801.03,2068.37,68.04,4.12,37.96
Onion,2014,Rabi,Andhra Pradesh,399745.26,11752510.64,1881.8,109.1,0.22,29.4
Onion,2014,Kharif,Andhra Pradesh,340797.66,12319835.41,1830.73,122.34,3.42,36.15
Tomato,2014,Rabi,Andhra Pradesh,398659.17,15507841.71,1098.78,172.69,1.18,38.9
Tomato,2014,Summer,Andhra Pradesh,137176.56,4133129.75,856.98,40.43,3.8,30.13
Banana,2014,Summer,Andhra Pradesh,184695.6,11890702.73,1234.03,45.52,1.38,64.38
Banana,2014,Kharif,Andhra Pradesh,253750.79,17298191.35,1265.27,84.38,2.23,68.17
Rice,2014,Summer,Assam,327610.63,1808410.68,1108.5,208.0,4.16,5.52
Rice,2014,Whole Year,Assam,412148.57,1821696.68,741.06,40.17,1.61,4.42
Wheat,2014,Rabi,Assam,86646.33,529409.08,1484.4,71.3,0.98,6.11
Wheat,2014,Whole Year,Assam,355017.44,2541924.87,2029.16,152.43,1.96,7.16
Maize,2014,Whole Year,Assam,20099.72,141502.03,2028.81,138.27,3.09,7.04
Maize,2014,Summer,Assam,238052.66,1671129.67,1980.07,200.31,0.53,7.02
Cotton(lint),2014,Rabi,Assam,313077.69,1343103.29,2075.31,138.72,0.3,4.29
Cotton(lint),2014,Summer,Assam,150843.64,616950.49,1812.03,54.4,3.84,4.09
Sugarcane,2014,Rabi,Assam,96999.87,9570007.17,1211.57,175.61,3.8,98.66
Sugarcane,2014,Whole Year,Assam,237350.26,18624874.9,431.85,45.14,0.87,78.47
Soybean,2014,Kharif,Assam,68427.84,247708.78,2092.87,30.09,3.45,3.62
Soybean,2014,Rabi,Assam,27537.82,93628.59,2115.4,51.29,3.59,3.4
Groundnut,2014,Kharif,Assam,49424.62,165078.23,527.68,120.2,3.39,3.34
Groundnut,2014,Whole Year,Assam,125753.33,485407.85,1099.5,220.35,3.88,3.86
Rapeseed &Mustard,2014,Kharif,Assam,154820.9,523294.64,1935.72,205.98,0.25,3.38
Rapeseed &Mustard,2014,Summer,Assam,144381.85,376836.63,438.97,187.45,4.29,2.61
Gram,2014,Kharif,Assam,318389.16,926512.46,1758.29,148.31,3.45,2.91
Gram,2014,Whole Year,Assam,279128.09,806680.18,1367.17,148.12,4.03,2.89
Arhar/Tur,2014,Summer,Assam,414943.32,1000013.4,1718.53,134.34,3.5,2.41
Arhar/Tur,2014,Whole Year,Assam,12589.93,31348.93,1561.04,199.16,4.27,2.49
Moong(Green Gram),2014,Kharif,Assam,428152.93,518065.05,542.5,152.32,4.14,1.21
Moong(Green Gram),2014,Rabi,Assam,282577.65,423866.48,494.86,188.14,0.22,1.5
Potato,2014,Kharif,Assam,160527.72,5650575.74,1977.68,121.97,2.64,35.2
Potato,2014,Rabi,Assam,393195.66,11021274.35,1792.23,47.05,3.91,28.03
Onion,2014,Whole Year,Assam,303752.64,8064632.59,464.26,156.14,2.98,26.55
Onion,2014,Kharif,Assam,293371.02,6201863.36,702.84,96.99,2.48,21.14
Tomato,2014,Rabi,Assam,427509.76,12966371.02,676.65,37.76,2.5,30.33
Tomato,2014,Whole Year,Assam,427012.41,17328163.6,1369.38,225.3,3.32,40.58
Banana,2014,Summer,Assam,203241.82,11725020.6,1617.22,86.02,0.52,57.69
Banana,2014,Whole Year,Assam,15879.46,1073451.5,2005.28,188.08,2.92,67.6
Rice,2014,Summer,Bihar,280590.12,2511281.57,1988.6,237.83,3.67,8.95
Rice,2014,Whole Year,Bihar,379708.89,2369383.47,1237.55,194.86,2.28,6.24
Wheat,2014,Whole Year,Bihar,436044.37,2197663.62,1016.23,55.84,2.38,5.04
Wheat,2014,Rabi,Bihar,121838.49,771237.64,1283.88,229.42,1.44,6.33
Maize,2014,Rabi,Bihar,245382.44,1599893.51,1915.68,187.4,3.31,6.52
Maize,2014,Summer,Bihar,437271.85,2474958.67,2055.6,72.14,3.32,5.66
Cotton(lint),2014,Summer,Bihar,113897.0,435086.54,1540.03,45.2,0.66,3.82
Cotton(lint),2014,Kharif,Bihar,145036.59,665717.95,1281.41,228.6,4.27,4.59
Sugarcane,2014,Whole Year,Bihar,131907.65,10854680.52,988.33,113.31,1.01,82.29
Sugarcane,2014,Rabi,Bihar,147143.18,14468588.89,884.86,125.09,3.52,98.33
Soybean,2014,Whole Year,Bihar,225584.7,906850.49,1543.47,161.07,0.77,4.02
Soybean,2014,Rabi,Bihar,437409.55,1062905.21,702.43,116.19,0.61,2.43
Groundnut,2014,Summer,Bihar,29271.53,109182.81,1117.67,48.1,1.75,3.73
Groundnut,2014,Rabi,Bihar,127680.51,518382.87,1522.15,64.58,1.72,4.06
Rapeseed &Mustard,2014,Whole Year,Bihar,245839.69,572806.48,853.05,109.74,0.87,2.33
Rapeseed &Mustard,2014,Summer,Bihar,357990.51,719560.93,545.37,69.78,3.17,2.01
Gram,2014,Rabi,Bihar,140236.12,346383.22,1193.58,105.6,2.99,2.47
Gram,2014,Summer,Bihar,158896.05,421074.53,1732.51,84.03,2.39,2.65
Arhar/Tur,2014,Summer,Bihar,435595.03,1006224.52,1669.52,84.11,1.41,2.31
Arhar/Tur,2014,Whole Year,Bihar,233536.84,375994.31,771.65,77.81,0.24,1.61
Moong(Green Gram),2014,Rabi,Bihar,272890.83,357486.99,770.39,84.06,3.71,1.31
Moong(Green Gram),2014,Summer,Bihar,299129.23,499545.81,1410.0,126.78,4.07,1.67
Potato,2014,Summer,Bihar,110915.09,2917066.87,930.51,68.37,2.88,26.3
Potato,2014,Rabi,Bihar,407668.87,12629581.59,1651.06,81.67,1.75,30.98
Onion,2014,Rabi,Bihar,57560.67,1144306.12,867.52,51.74,2.41,19.88
Onion,2014,Whole Year,Bihar,254646.62,4963062.62,1670.11,39.92,0.55,19.49
Tomato,2014,Kharif,Bihar,19310.65,536256.75,1742.95,76.83,4.24,27.77
Tomato,2014,Whole Year,Bihar,351352.14,13017596.79,1683.68,157.53,4.22,37.05
Banana,2014,Rabi,Bihar,242415.93,16830938.02,1492.3,173.36,0.95,69.43
Banana,2014,Kharif,Bihar,74138.88,4070224.51,1019.63,169.96,4.23,54.9
Rice,2014,Summer,Gujarat,372602.5,1855560.45,1378.41,44.47,0.63,4.98
Rice,2014,Rabi,Gujarat,99645.35,698513.9,1239.26,169.96,1.86,7.01
Wheat,2014,Summer,Gujarat,103883.32,737571.57,1762.32,197.48,3.64,7.1
Wheat,2014,Rabi,Gujarat,378264.87,2481417.55,992.67,187.09,3.72,6.56
Maize,2014,Summer,Gujarat,360108.31,2290288.85,1963.86,175.8,1.0,6.36
Maize,2014,Whole Year,Gujarat,252971.99,1446999.78,1157.62,166.85,2.28,5.72
Cotton(lint),2014,Kharif,Gujarat,88402.88,291729.5,992.98,121.73,4.34,3.3
Cotton(lint),2014,Whole Year,Gujarat,294235.9,1165174.16,1154.56,229.76,4.05,3.96
Sugarcane,2014,Whole Year,Gujarat,77177.04,8421558.6,1790.95,115.44,1.75,109.12
Sugarcane,2014,Kharif,Gujarat,140982.06,13136708.35,699.19,59.13,1.65,93.18
Soybean,2014,Rabi,Gujarat,271620.94,850173.54,777.74,117.47,4.19,3.13
Soybean,2014,Whole Year,Gujarat,405957.68,1887703.21,2099.47,218.03,0.21,4.65
Groundnut,2014,Whole Year,Gujarat,320407.4,1688547.0,882.97,235.59,3.89,5.27
Groundnut,2014,Summer,Gujarat,384417.87,2406455.87,2103.08,222.33,1.95,6.26
Rapeseed &Mustard,2014,Summer,Gujarat,212450.71,637352.13,1006.41,108.61,1.79,3.0
Rapeseed &Mustard,2014,Rabi,Gujarat,3003.72,13546.78,2187.72,188.85,3.13,4.51
Gram,2014,Rabi,Gujarat,78109.75,154657.3,733.02,34.28,2.59,1.98
Gram,2014,Kharif,Gujarat,446837.55,1501374.17,2037.15,133.29,2.29,3.36
Arhar/Tur,2014,Rabi,Gujarat,377028.58,735205.73,570.6,148.22,3.48,1.95
Arhar/Tur,2014,Summer,Gujarat,236714.56,643863.6,1943.61,96.89,2.03,2.72
Moong(Green Gram),2014,Summer,Gujarat,386842.23,510631.74,960.08,30.3,1.21,1.32
Moong(Green Gram),2014,Rabi,Gujarat,420666.69,849746.71,1329.6,126.62,2.07,2.02
Potato,2014,Whole Year,Gujarat,200492.56,6401727.44,1538.56,100.23,2.0,31.93
Potato,2014,Rabi,Gujarat,65487.31,2140780.16,983.94,64.34,0.46,32.69
Onion,2014,Rabi,Gujarat,139420.29,3790837.69,1740.65,40.04,0.4,27.19
Onion,2014,Whole Year,Gujarat,153860.43,5380499.24,1493.55,177.4,1.07,34.97
Tomato,2014,Rabi,Gujarat,200901.66,6921062.19,1274.14,79.94,1.85,34.45
Tomato,2014,Summer,Gujarat,9758.63,319399.96,473.91,172.94,3.13,32.73
Banana,2014,Summer,Gujarat,55219.69,3364535.71,1533.33,74.84,2.81,60.93
Banana,2014,Rabi,Gujarat,262322.54,18543580.35,1629.48,172.86,2.94,70.69
Rice,2014,Kharif,Haryana,177186.4,1084380.77,1055.37,85.52,0.23,6.12
Rice,2014,Rabi,Haryana,124443.54,817594.06,1973.9,60.03,3.96,6.57
Wheat,2014,Whole Year,Haryana,50345.74,432973.36,2017.77,217.46,0.68,8.6
Wheat,2014,Summer,Haryana,146123.14,1285883.63,1730.39,159.01,3.55,8.8
Maize,2014,Rabi,Haryana,445046.72,2750388.73,715.09,208.05,3.95,6.18
Maize,2014,Summer,Haryana,430788.17,3976174.81,2150.85,164.76,1.75,9.23
Cotton(lint),2014,Whole Year,Haryana,131122.74,639878.97,2174.0,201.01,4.24,4.88
