N,P,K,temperature,humidity,ph,rainfall,label
105,81,60,24.64,80.86,6.03,114.26,banana
89,68,50,27.81,86.26,5.49,118.36,banana
128,78,42,26.57,80.36,6.23,97.4,banana
118,73,39,29.29,71.2,5.92,141.91,banana
99,73,49,27.21,80.94,6.26,92.03,banana
120,83,54,26.17,85.45,5.9,107.83,banana
88,74,54,26.5,76.88,5.74,112.89,banana
92,81,50,23.85,74.42,6.13,95.66,banana
112,89,54,30.58,79.97,6.26,97.49,banana
129,97,50,28.0,85.74,5.94,96.62,banana
110,82,51,25.8,73.43,6.09,115.36,banana
97,93,45,25.4,80.03,5.97,113.74,banana
90,92,61,27.23,85.3,5.58,117.4,banana
112,88,49,21.98,77.73,5.75,92.76,banana
101,78,45,25.39,77.44,6.45,96.57,banana
93,78,52,28.12,68.12,6.41,121.74,banana
87,74,47,25.94,81.2,5.22,91.08,banana
118,74,57,27.94,73.06,6.25,103.09,banana
94,83,52,28.57,85.01,6.16,87.99,banana
94,105,54,31.56,85.88,6.1,108.12,banana
99,68,50,29.48,77.9,6.16,114.72,banana
89,78,43,25.82,75.15,5.64,121.53,banana
89,83,46,29.42,85.54,6.35,108.17,banana
97,72,61,25.93,82.95,6.42,97.84,banana
112,88,60,26.46,75.16,5.8,107.01,banana
100,78,38,28.15,88.19,6.19,111.81,banana
106,85,55,28.01,79.05,5.68,101.51,banana
103,79,51,28.09,83.63,6.51,105.44,banana
84,79,50,24.0,85.85,6.06,109.08,banana
116,76,53,27.1,79.56,5.69,124.49,banana
95,87,38,29.42,84.51,6.04,101.78,banana
104,100,39,28.71,76.65,5.99,101.53,banana
94,81,43,29.15,73.12,6.22,100.58,banana
85,83,40,27.37,74.61,6.18,93.41,banana
94,84,45,27.2,74.24,6.25,125.68,banana
133,82,54,24.09,86.31,6.31,98.69,banana
114,79,47,28.16,76.05,6.41,91.83,banana
87,74,54,26.19,74.91,5.76,104.12,banana
85,72,62,25.75,79.01,5.85,99.44,banana
107,89,48,25.07,85.4,5.96,125.26,banana
73,83,61,26.66,79.4,6.12,97.79,banana
96,79,46,29.51,82.14,6.1,114.2,banana
96,75,46,27.3,76.06,5.8,98.31,banana
125,59,48,30.41,80.79,6.3,105.7,banana
91,64,51,25.9,77.1,5.8,125.44,banana
128,83,47,25.18,82.17,6.71,101.53,banana
71,87,55,24.45,81.01,6.18,103.62,banana
90,90,47,24.63,72.1,6.5,111.9,banana
101,78,46,25.36,78.57,5.15,95.67,banana
96,86,49,28.73,85.7,6.42,110.15,banana
100,74,54,30.32,81.67,6.77,86.19,banana
86,88,51,29.66,80.24,5.65,101.94,banana
81,72,55,28.87,81.75,5.31,100.2,banana
85,91,46,25.35,80.42,5.74,122.3,banana
91,70,37,27.24,78.05,5.43,118.77,banana
108,81,58,28.49,77.01,5.58,114.32,banana
104,83,44,28.39,77.28,5.96,121.86,banana
92,69,43,29.09,81.32,5.95,98.39,banana
105,75,51,25.98,76.71,5.75,100.0,banana
99,83,27,25.85,78.73,6.6,91.54,banana
101,93,42,28.01,77.09,5.8,94.86,banana
91,103,55,29.28,82.27,5.36,109.24,banana
112,75,55,28.57,87.71,5.83,91.33,banana
95,93,39,23.58,80.66,5.82,104.59,banana
111,77,38,30.98,76.31,5.58,117.74,banana
95,81,52,29.25,78.97,6.61,78.87,banana
109,75,58,27.56,77.61,6.27,115.22,banana
107,73,47,27.29,80.13,6.3,80.32,banana
104,79,44,25.96,79.44,4.56,96.08,banana
89,86,45,26.91,86.47,6.4,115.33,banana
94,86,48,26.95,81.94,5.76,122.42,banana
98,86,58,29.16,74.66,6.18,114.71,banana
24,21,26,33.69,46.29,5.68,113.61,mango
19,23,25,32.03,43.43,5.7,98.7,mango
26,30,26,34.15,48.6,5.31,92.64,mango
27,27,30,35.29,42.94,5.29,75.31,mango
21,27,37,31.81,48.08,5.8,96.11,mango
11,40,32,31.73,53.18,6.08,93.01,mango
16,29,31,29.18,57.2,5.92,103.46,mango
26,27,31,33.23,46.48,5.82,96.21,mango
15,38,22,27.95,56.67,6.09,82.39,mango
23,34,29,37.7,41.48,6.08,108.7,mango
24,25,28,32.31,54.18,6.04,107.18,mango
14,25,25,30.23,55.18,5.84,125.98,mango
20,27,30,29.61,49.81,6.25,96.07,mango
16,22,27,31.38,56.07,5.26,90.86,mango
20,17,25,29.5,46.12,5.88,92.77,mango
17,29,38,35.3,40.49,6.03,92.56,mango
20,25,30,31.58,47.21,5.44,89.32,mango
21,29,34,29.96,51.52,6.19,108.69,mango
19,25,30,28.33,49.13,6.1,102.4,mango
18,28,25,32.96,49.71,5.69,90.36,mango
19,24,33,30.21,58.06,6.39,84.0,mango
20,23,28,36.21,48.56,5.94,101.2,mango
14,22,23,28.99,35.85,6.02,119.35,mango
20,19,26,30.05,45.01,6.14,104.42,mango
14,30,37,35.96,64.43,5.44,128.59,mango
18,24,31,29.74,52.1,5.27,91.83,mango
26,26,30,32.39,55.95,5.14,101.71,mango
18,27,35,28.21,45.04,5.03,88.11,mango
26,26,23,29.99,42.66,5.35,99.37,mango
14,32,29,31.41,48.71,6.11,104.1,mango
21,29,28,32.56,48.41,5.8,91.4,mango
17,23,32,34.48,55.96,5.3,110.17,mango
18,30,25,31.55,51.67,5.21,102.0,mango
26,26,36,30.73,54.35,4.91,123.73,mango
27,25,20,31.92,42.88,5.98,99.64,mango
15,32,34,33.64,50.14,5.23,106.43,mango
18,20,36,36.45,49.89,6.66,95.8,mango
18,23,38,29.25,53.78,5.58,89.18,mango
25,25,27,34.03,58.09,6.06,86.84,mango
17,27,31,28.73,53.72,5.83,74.11,mango
15,24,29,35.92,51.29,5.46,97.35,mango
18,28,32,34.22,49.98,6.46,105.6,mango
16,38,31,29.11,58.36,6.63,94.3,mango
17,26,33,34.39,52.95,5.84,112.68,mango
18,32,28,32.28,49.53,5.78,90.17,mango
26,23,26,36.5,54.99,4.85,87.92,mango
10,22,14,30.86,44.39,5.82,75.2,mango
20,24,37,34.73,54.03,5.67,118.52,mango
12,19,29,36.84,49.09,5.73,77.4,mango
24,31,33,29.63,46.57,5.28,95.71,mango
14,21,27,29.98,47.41,5.99,95.65,mango
18,27,25,31.46,50.85,5.2,106.65,mango
15,27,35,33.51,50.27,5.66,106.07,mango
23,23,26,26.02,50.87,5.77,108.33,mango
21,33,26,34.05,47.46,6.11,77.19,mango
21,17,28,32.3,47.5,5.38,104.85,mango
19,24,30,37.79,55.87,6.27,99.93,mango
20,15,26,30.0,40.73,5.34,70.93,mango
19,31,35,32.24,45.28,5.03,73.62,mango
13,22,29,28.66,51.79,5.71,94.83,mango
25,21,32,31.17,48.43,6.15,105.25,mango
15,26,31,30.52,53.03,5.91,116.69,mango
12,26,25,32.71,42.01,5.94,87.14,mango
16,19,27,33.91,49.97,6.05,114.68,mango
21,24,32,29.84,47.58,5.19,105.82,mango
18,27,24,32.29,46.29,5.74,105.23,mango
23,26,21,38.68,58.83,6.09,85.66,mango
19,24,36,31.86,46.18,5.61,108.15,mango
28,34,33,30.57,33.89,5.92,94.68,mango
20,27,23,32.59,53.26,6.07,106.06,mango
23,24,29,31.43,50.64,6.2,102.42,mango
30,38,30,21.61,56.28,5.58,85.08,mango
18,24,33,27.3,44.71,5.94,102.18,mango
23,23,25,29.93,51.3,6.39,70.13,mango
18,20,21,33.62,52.82,5.98,105.75,mango
17,24,40,30.58,53.78,5.8,72.52,mango
9,24,35,33.17,54.67,5.41,114.09,mango
15,28,29,30.77,56.79,5.52,78.5,mango
20,25,46,32.89,48.05,5.38,72.14,mango
14,27,37,34.0,51.25,5.67,97.93,mango
17,35,29,30.98,39.02,5.72,104.74,mango
14,23,33,27.51,55.39,5.59,90.04,mango
14,28,42,33.15,45.78,6.25,90.9,mango
26,31,15,28.69,54.82,5.86,82.41,mango
16,17,29,36.73,54.12,6.68,105.29,mango
25,36,31,30.73,55.26,6.38,88.94,mango
16,27,34,33.2,42.98,6.56,87.01,mango
18,22,43,31.81,45.85,6.15,103.93,mango
19,31,25,29.97,40.05,5.27,116.39,mango
28,27,38,30.8,48.88,5.82,93.2,mango
18,32,30,32.98,55.26,5.96,83.06,mango
13,27,29,31.42,50.02,6.83,78.74,mango
10,28,28,31.99,53.02,6.31,76.61,mango
17,29,33,36.68,54.88,5.78,84.01,mango
17,24,33,31.84,43.48,5.63,105.23,mango
21,29,31,35.27,51.28,5.65,83.71,mango
21,14,29,30.69,43.28,5.43,104.42,mango
21,27,31,31.43,56.31,5.85,77.2,mango
28,28,27,28.07,52.08,5.75,113.59,mango
18,22,34,33.51,50.94,6.07,94.25,mango
24,145,209,23.12,85.86,5.05,90.12,grapes
12,124,199,23.21,84.82,5.58,72.21,grapes
19,135,199,24.17,80.15,5.8,72.47,grapes
28,124,186,26.25,81.7,6.33,60.54,grapes
12,125,188,23.48,79.89,6.3,66.72,grapes
23,133,202,23.7,83.33,5.68,83.59,grapes
21,116,202,20.4,83.8,6.88,61.73,grapes
24,110,206,20.26,79.93,5.56,76.92,grapes
29,132,187,30.16,79.55,5.14,74.18,grapes
16,143,194,26.21,86.0,5.52,63.94,grapes
22,150,190,21.42,83.23,5.77,71.13,grapes
13,158,179,22.51,81.7,6.77,56.35,grapes
34,141,206,19.86,83.51,5.71,82.27,grapes
17,130,191,19.85,84.02,6.21,81.69,grapes
12,144,237,21.99,87.49,5.89,55.88,grapes
21,144,187,21.4,83.58,6.0,75.45,grapes
24,137,193,24.73,79.02,6.52,63.26,grapes
29,129,203,21.82,78.75,5.3,59.05,grapes
21,134,215,22.02,79.15,5.42,74.4,grapes
31,147,210,26.35,86.89,6.13,76.06,grapes
21,115,189,23.76,81.98,6.77,70.41,grapes
30,126,195,18.48,79.57,6.21,69.68,grapes
28,134,194,32.39,81.52,6.47,65.59,grapes
27,143,203,14.38,81.85,6.49,74.87,grapes
25,111,189,25.45,83.03,6.49,68.15,grapes
25,132,185,14.78,83.09,6.07,63.42,grapes
13,139,196,26.03,87.39,5.14,62.6,grapes
21,149,175,31.54,82.21,5.96,67.62,grapes
20,144,183,25.18,80.65,5.7,95.46,grapes
25,139,217,18.11,87.06,5.0,61.91,grapes
20,138,203,23.13,81.76,5.61,54.63,grapes
27,140,223,20.64,83.88,5.89,81.5,grapes
29,134,194,27.64,83.74,5.73,56.32,grapes
21,150,217,19.35,78.3,6.51,58.24,grapes
26,124,224,20.72,85.23,6.07,72.12,grapes
11,105,196,24.79,78.42,5.56,75.21,grapes
26,130,211,19.1,80.73,6.66,70.28,grapes
23,159,179,26.99,86.79,5.87,78.2,grapes
17,123,205,26.99,85.16,6.63,68.93,grapes
30,127,213,24.63,83.14,6.17,53.55,grapes
16,133,174,27.12,84.41,6.13,58.39,grapes
31,156,202,25.84,82.41,6.21,68.4,grapes
22,142,235,18.2,81.49,5.53,85.52,grapes
19,114,209,30.78,83.79,6.08,73.69,grapes
31,121,198,21.99,78.3,5.87,80.68,grapes
26,139,202,25.89,79.4,5.88,71.52,grapes
24,135,197,22.29,91.27,6.36,73.73,grapes
21,126,198,24.97,76.16,5.37,63.23,grapes
24,129,222,17.87,79.55,6.61,70.91,grapes
28,156,189,23.4,80.98,5.22,66.5,grapes
28,138,209,22.3,79.83,6.51,64.63,grapes
24,133,221,27.69,77.91,5.52,75.39,grapes
22,126,215,24.55,81.96,6.31,65.85,grapes
32,122,209,29.54,77.67,5.86,81.02,grapes
29,129,188,27.62,85.35,5.53,57.56,grapes
24,139,195,26.52,79.67,5.15,65.36,grapes
23,128,182,16.54,80.26,6.36,82.16,grapes
30,122,182,25.79,83.71,6.16,49.46,grapes
17,131,207,26.87,82.23,6.13,70.45,grapes
27,135,200,22.73,82.04,6.19,72.27,grapes
25,148,203,21.2,84.45,5.45,58.79,grapes
25,138,181,22.27,79.98,5.81,79.04,grapes
27,131,191,18.4,86.06,6.24,62.53,grapes
27,131,195,25.54,79.58,5.86,70.81,grapes
20,140,228,20.78,76.8,5.2,68.1,grapes
19,134,201,17.39,76.36,6.12,70.95,grapes
20,112,207,28.89,82.63,5.66,70.05,grapes
14,144,201,16.73,80.9,6.19,66.27,grapes
21,117,208,21.21,75.33,5.85,79.41,grapes
20,152,206,25.16,81.41,5.97,66.97,grapes
21,138,185,19.5,78.43,6.82,74.9,grapes
24,119,209,23.33,82.44,5.61,71.2,grapes
20,122,211,17.65,83.49,6.27,60.8,grapes
18,129,204,23.19,83.1,6.71,64.52,grapes
12,141,225,25.37,78.54,5.95,58.41,grapes
26,115,195,19.78,82.18,5.85,71.37,grapes
23,120,209,23.6,78.83,6.9,74.36,grapes
22,148,227,23.22,82.84,5.6,68.13,grapes
21,134,204,26.04,82.51,5.52,60.22,grapes
19,128,215,19.15,80.73,6.38,66.6,grapes
25,130,203,22.89,83.8,5.38,65.97,grapes
24,138,222,22.24,86.24,5.74,82.89,grapes
27,121,204,23.6,83.68,5.91,66.53,grapes
31,130,212,22.9,86.8,5.73,63.46,grapes
32,126,224,27.37,81.34,5.27,69.41,grapes
23,146,223,21.06,84.2,6.31,80.33,grapes
25,108,197,19.18,81.19,6.39,72.65,grapes
29,136,180,13.72,82.25,5.91,59.83,grapes
12,123,197,26.46,82.37,6.64,59.24,grapes
28,132,210,22.05,85.02,6.12,62.81,grapes
22,129,207,19.08,81.71,6.16,69.93,grapes
31,141,199,24.67,82.69,6.16,51.34,grapes
21,114,219,23.56,81.22,6.36,73.82,grapes
16,131,194,16.82,79.73,5.93,68.45,grapes
14,145,198,23.95,83.0,5.68,74.16,grapes
20,121,208,29.77,83.97,6.37,64.39,grapes
13,149,230,29.97,80.79,5.54,58.94,grapes
12,130,224,23.23,82.71,6.55,65.56,grapes
35,155,198,21.49,83.89,5.86,58.03,grapes
30,146,202,18.75,78.11,6.04,64.6,grapes
95,21,54,28.53,81.14,6.36,56.77,watermelon
103,23,52,29.57,87.26,6.92,48.11,watermelon
99,20,59,27.1,84.77,7.05,33.16,watermelon
84,19,50,26.83,85.36,6.73,44.18,watermelon
104,20,57,29.93,86.08,6.61,38.51,watermelon
93,16,56,24.16,88.29,6.5,49.28,watermelon
101,15,47,21.75,84.11,6.31,46.57,watermelon
103,19,51,27.69,87.4,6.38,47.0,watermelon
102,19,58,28.12,82.93,6.46,56.07,watermelon
109,20,49,22.74,81.1,6.61,53.44,watermelon
88,17,53,22.97,89.52,6.35,60.76,watermelon
93,12,47,25.29,83.55,6.41,53.37,watermelon
97,16,39,26.36,84.74,7.14,43.18,watermelon
80,19,52,23.28,78.98,7.11,62.01,watermelon
74,15,59,24.45,83.14,6.39,41.73,watermelon
81,21,38,26.04,88.65,5.92,43.31,watermelon
111,19,46,28.14,89.93,6.61,43.5,watermelon
94,18,48,27.57,78.98,5.9,52.15,watermelon
94,14,39,25.54,84.89,6.76,51.25,watermelon
97,21,42,26.68,78.42,6.16,41.0,watermelon
106,16,49,23.07,83.9,6.19,53.77,watermelon
89,22,39,23.73,91.81,6.33,40.18,watermelon
101,15,44,23.09,96.17,6.4,35.3,watermelon
113,19,45,23.45,87.79,6.4,35.29,watermelon
116,15,58,28.31,81.1,6.91,45.49,watermelon
80,15,52,24.48,83.87,6.96,51.55,watermelon
90,19,51,19.95,86.81,6.66,50.86,watermelon
107,14,52,22.05,86.73,7.28,42.74,watermelon
91,14,50,23.16,86.78,6.84,54.97,watermelon
81,20,55,27.33,86.59,6.59,58.96,watermelon
118,13,56,25.31,84.58,5.89,48.42,watermelon
89,15,43,24.51,83.48,6.54,37.78,watermelon
84,18,45,27.86,86.0,6.74,61.99,watermelon
95,14,55,26.62,84.35,7.06,49.0,watermelon
99,17,44,25.67,90.69,6.68,50.95,watermelon
97,18,54,26.84,83.77,6.63,54.54,watermelon
88,17,37,26.56,87.74,6.8,47.54,watermelon
102,22,58,25.44,85.66,6.94,38.69,watermelon
95,22,55,26.31,79.08,6.48,45.98,watermelon
102,13,43,20.96,89.99,6.34,51.96,watermelon
98,12,42,23.29,82.21,6.65,44.33,watermelon
116,21,54,25.24,91.16,6.41,50.45,watermelon
100,19,53,24.45,82.97,6.76,56.42,watermelon
95,10,48,26.87,92.32,6.02,47.29,watermelon
95,22,49,23.5,87.33,6.34,40.9,watermelon
90,23,52,25.74,84.1,6.62,52.94,watermelon
101,17,55,25.55,81.19,6.26,34.87,watermelon
119,20,45,24.88,82.55,7.12,39.34,watermelon
100,16,54,25.27,78.07,6.4,42.92,watermelon
99,22,39,23.74,82.89,6.35,56.62,watermelon
97,18,46,26.01,88.21,6.21,56.95,watermelon
99,21,48,26.34,84.94,6.46,52.77,watermelon
104,12,58,21.41,82.36,6.46,54.0,watermelon
114,9,46,20.82,85.23,6.61,63.43,watermelon
100,21,53,24.54,79.46,6.61,38.76,watermelon
111,16,57,24.44,86.18,6.58,50.34,watermelon
94,18,44,22.84,90.07,6.79,51.23,watermelon
115,15,57,25.89,81.0,7.24,58.63,watermelon
97,19,47,27.32,75.54,6.09,58.53,watermelon
96,17,41,29.57,89.86,6.42,47.46,watermelon
109,24,55,30.28,81.41,6.17,41.19,watermelon
103,17,49,27.28,90.03,5.89,45.92,watermelon
107,15,45,27.74,79.94,6.38,53.33,watermelon
93,20,46,28.6,84.6,6.77,56.67,watermelon
92,8,52,25.66,87.32,6.41,47.26,watermelon
119,11,54,24.24,83.76,6.37,44.27,watermelon
104,22,52,25.73,81.15,6.71,67.95,watermelon
95,15,46,24.42,74.12,6.66,43.94,watermelon
82,20,43,24.75,90.97,5.94,38.44,watermelon
101,21,40,26.4,87.42,5.68,57.09,watermelon
107,15,57,28.0,85.51,6.32,42.92,watermelon
98,19,48,20.67,90.17,6.58,47.66,watermelon
107,23,33,26.46,79.39,6.7,51.72,watermelon
105,15,38,24.51,86.73,6.91,41.33,watermelon
109,14,52,24.38,85.83,6.86,40.88,watermelon
92,17,64,23.6,93.26,7.3,49.92,watermelon
96,14,49,22.41,84.8,7.1,45.81,watermelon
96,10,52,26.08,85.35,6.41,48.36,watermelon
104,16,51,25.97,89.59,6.77,52.24,watermelon
114,18,57,26.84,77.73,7.02,51.78,watermelon
98,18,47,26.0,82.73,7.01,49.79,watermelon
95,13,51,25.91,86.65,6.09,37.89,watermelon
105,22,43,29.0,86.24,6.5,47.52,watermelon
85,20,45,23.78,89.07,5.75,38.51,watermelon
98,18,52,24.84,95.22,6.41,48.85,watermelon
91,17,53,28.15,79.14,6.4,54.27,watermelon
104,17,53,23.72,91.33,6.9,39.94,watermelon
88,12,54,22.67,83.78,6.68,50.17,watermelon
101,12,53,24.15,83.8,6.6,51.52,watermelon
99,13,48,25.5,79.6,6.31,53.8,watermelon
86,21,57,22.76,90.53,6.44,54.05,watermelon
94,20,52,23.71,80.44,5.92,52.2,watermelon
104,19,49,22.95,82.37,6.96,46.82,watermelon
100,12,52,24.49,89.29,6.81,46.73,watermelon
97,14,41,23.61,85.89,6.63,51.89,watermelon
95,20,50,27.05,78.0,4.93,52.97,watermelon
84,16,48,28.99,86.7,6.57,57.4,watermelon
102,15,56,23.06,86.39,5.88,52.33,watermelon
100,23,40,24.18,88.39,6.63,52.14,watermelon
89,14,57,25.39,86.6,6.45,41.24,watermelon
109,19,63,26.57,94.77,5.78,25.23,muskmelon
109,8,48,27.47,90.19,6.45,29.08,muskmelon
98,17,50,28.6,89.03,6.74,25.78,muskmelon
103,13,47,28.25,87.7,5.62,22.2,muskmelon
105,14,43,26.97,90.93,6.16,33.26,muskmelon
110,21,57,26.6,88.63,5.86,29.94,muskmelon
94,11,47,28.12,93.11,6.4,21.29,muskmelon
106,14,49,29.97,90.37,6.07,26.97,muskmelon
91,15,53,32.71,94.12,6.49,26.72,muskmelon
89,17,49,29.24,92.65,6.45,23.35,muskmelon
100,12,48,31.38,93.26,6.29,32.18,muskmelon
86,12,60,28.69,91.57,5.82,26.39,muskmelon
105,12,49,27.93,93.07,5.85,29.61,muskmelon
109,15,48,28.33,89.97,6.12,23.52,muskmelon
116,20,55,29.34,88.95,6.28,28.48,muskmelon
87,19,63,30.72,96.54,6.39,28.47,muskmelon
92,20,53,29.18,96.25,6.08,23.85,muskmelon
100,12,51,25.16,95.44,6.32,22.52,muskmelon
91,16,54,29.7,90.18,5.96,27.23,muskmelon
92,17,50,29.22,94.87,5.79,16.96,muskmelon
94,24,62,32.26,91.72,5.59,15.23,muskmelon
93,16,57,30.34,92.98,5.94,20.76,muskmelon
102,19,52,26.53,94.25,6.47,20.32,muskmelon
92,19,48,31.78,93.8,6.11,24.56,muskmelon
100,14,44,30.0,94.84,6.54,30.66,muskmelon
94,23,44,26.57,87.02,6.12,22.59,muskmelon
105,17,42,27.81,91.19,5.59,20.68,muskmelon
92,22,51,29.92,87.8,6.78,29.8,muskmelon
80,14,52,29.89,90.26,6.18,22.21,muskmelon
101,21,45,30.6,89.95,5.96,27.87,muskmelon
109,20,42,27.67,94.77,6.32,20.31,muskmelon
104,14,60,31.69,94.11,6.84,24.86,muskmelon
107,22,51,28.09,87.19,6.27,27.89,muskmelon
109,19,46,24.65,90.81,6.18,23.35,muskmelon
106,24,50,28.17,91.52,6.35,21.29,muskmelon
101,18,51,29.52,93.6,5.59,27.15,muskmelon
93,12,43,29.47,91.63,5.63,26.51,muskmelon
85,17,51,30.37,97.65,5.75,24.39,muskmelon
97,18,51,27.89,90.98,5.85,28.55,muskmelon
104,20,48,27.29,89.07,6.44,20.44,muskmelon
118,11,51,31.73,94.1,6.37,20.73,muskmelon
86,20,59,27.72,88.88,5.32,20.68,muskmelon
98,23,54,29.21,91.1,6.07,30.22,muskmelon
102,8,45,26.88,90.66,6.53,24.17,muskmelon
99,22,45,32.33,90.29,6.34,23.48,muskmelon
101,18,52,27.09,88.93,7.3,22.66,muskmelon
106,10,48,28.35,93.72,5.21,25.26,muskmelon
88,18,43,26.89,91.48,5.88,22.7,muskmelon
88,9,56,26.01,91.76,6.6,22.14,muskmelon
91,17,56,26.26,91.85,5.61,23.03,muskmelon
100,13,47,25.78,92.53,6.72,20.21,muskmelon
93,19,57,25.61,91.79,6.41,24.19,muskmelon
75,19,59,28.83,89.21,6.09,31.68,muskmelon
109,19,52,27.28,91.7,6.27,26.8,muskmelon
115,21,41,29.05,94.51,6.55,22.08,muskmelon
129,11,43,29.07,98.65,5.97,23.54,muskmelon
110,16,47,29.73,93.12,6.71,29.77,muskmelon
103,18,51,29.58,92.47,6.3,29.39,muskmelon
115,10,50,27.22,91.37,6.46,27.28,muskmelon
98,9,44,30.39,84.08,6.77,26.68,muskmelon
113,16,37,29.46,96.12,6.67,21.95,muskmelon
100,14,45,30.51,88.71,5.94,20.18,muskmelon
85,17,56,28.23,87.78,6.64,31.34,muskmelon
93,15,53,31.84,90.74,5.77,27.13,muskmelon
107,17,46,30.59,93.88,5.99,24.8,muskmelon
86,19,48,27.73,92.2,6.32,28.18,muskmelon
105,16,54,29.4,91.02,6.25,24.01,muskmelon
105,15,47,32.54,95.12,6.0,26.88,muskmelon
101,18,50,30.98,93.34,6.28,28.77,muskmelon
102,17,51,28.41,92.33,6.07,21.6,muskmelon
90,11,44,28.25,92.61,6.19,15.18,muskmelon
115,21,52,32.41,89.37,7.06,20.74,muskmelon
102,11,50,29.37,91.84,6.59,25.0,muskmelon
94,14,54,27.29,95.05,6.79,17.93,muskmelon
111,25,51,29.8,95.41,6.19,25.33,muskmelon
86,17,52,29.63,95.5,5.99,22.47,muskmelon
118,16,51,28.47,89.83,6.95,22.49,muskmelon
88,15,37,27.3,89.4,6.55,21.91,muskmelon
108,22,54,28.17,92.72,5.69,24.06,muskmelon
91,19,65,29.6,86.33,6.16,25.09,muskmelon
100,14,51,26.11,89.47,6.56,20.54,muskmelon
105,11,60,27.05,91.63,6.43,22.34,muskmelon
101,19,55,30.18,91.78,6.24,34.0,muskmelon
109,13,50,27.93,91.89,5.81,22.95,muskmelon
118,19,35,31.03,95.57,6.16,27.47,muskmelon
91,15,58,28.06,86.69,6.27,24.29,muskmelon
111,17,47,30.69,92.66,6.0,29.22,muskmelon
101,17,51,26.46,90.72,6.3,23.82,muskmelon
112,17,55,28.62,95.47,6.46,24.65,muskmelon
99,13,53,28.52,90.79,6.74,19.6,muskmelon
95,21,51,28.5,93.05,6.37,18.53,muskmelon
96,23,46,27.96,90.68,6.27,22.27,muskmelon
104,17,54,26.5,91.28,6.21,26.42,muskmelon
92,20,57,26.62,90.83,6.09,35.13,muskmelon
95,23,42,26.62,90.24,5.96,23.53,muskmelon
92,13,56,31.05,95.15,6.51,24.97,muskmelon
95,13,52,26.25,89.32,6.76,32.2,muskmelon
103,21,48,25.92,94.14,6.53,24.89,muskmelon
97,20,44,27.05,89.28,6.33,20.25,muskmelon
93,14,48,25.63,92.56,6.8,25.14,muskmelon
27,147,210,22.81,57.69,6.21,106.72,apple
10,138,182,19.91,57.6,5.86,91.42,apple
20,143,182,26.16,51.36,6.75,106.43,apple
20,115,198,23.24,57.26,5.67,98.4,apple
25,134,222,21.13,55.86,6.23,88.26,apple
13,144,181,17.51,65.07,5.34,115.36,apple
20,105,194,23.86,59.02,6.26,106.79,apple
23,127,177,18.97,51.75,6.3,89.88,apple
21,131,197,26.42,55.85,6.14,113.16,apple
19,156,177,26.21,60.23,5.71,137.04,apple
10,128,180,23.75,53.15,6.07,109.8,apple
17,137,194,19.55,68.81,5.71,79.34,apple
15,121,211,23.5,59.19,5.75,108.41,apple
18,133,211,23.54,59.6,6.1,125.87,apple
21,137,216,20.74,54.18,5.43,115.34,apple
10,138,197,25.78,54.91,5.82,129.43,apple
26,127,201,23.42,59.09,5.79,131.82,apple
10,129,205,23.88,63.01,6.38,108.32,apple
26,126,212,27.67,62.46,5.94,107.62,apple
12,137,182,20.38,52.84,5.72,112.18,apple
21,127,215,22.02,54.45,5.99,142.05,apple
21,130,176,21.99,58.54,5.74,87.62,apple
15,148,220,20.12,60.29,5.43,133.66,apple
21,143,173,24.5,57.57,6.24,126.32,apple
20,127,210,22.43,54.11,5.53,90.44,apple
17,145,201,21.12,60.82,5.57,114.03,apple
19,141,175,20.22,51.05,5.8,130.77,apple
17,128,212,25.59,57.25,6.17,96.45,apple
26,155,206,16.76,55.37,6.15,106.28,apple
26,139,188,22.69,54.02,5.83,104.28,apple
25,155,177,17.21,56.62,5.29,113.29,apple
23,148,202,22.06,49.69,5.91,113.67,apple
23,126,192,18.46,48.43,5.46,89.05,apple
21,128,190,19.84,44.67,6.5,97.6,apple
17,119,213,23.0,54.29,5.74,137.77,apple
19,132,184,17.3,56.96,6.03,129.09,apple
8,122,190,22.59,57.02,5.85,118.72,apple
15,143,205,21.7,64.0,6.52,126.59,apple
4,149,210,28.22,62.55,6.53,125.78,apple
26,153,202,18.2,56.37,6.06,113.72,apple
13,117,187,24.86,63.92,6.27,128.46,apple
19,116,192,21.88,55.61,5.92,119.22,apple
24,131,170,21.25,57.77,6.39,104.08,apple
22,136,199,25.21,54.96,5.67,112.42,apple
16,139,188,23.23,57.2,5.99,105.7,apple
18,134,202,22.59,64.42,5.5,111.64,apple
12,137,182,21.82,56.11,6.01,104.31,apple
17,148,203,21.03,56.6,6.56,109.07,apple
16,127,190,20.94,52.48,5.45,100.16,apple
22,130,195,26.16,62.78,5.79,103.14,apple
15,140,195,21.52,54.35,5.59,117.4,apple
13,143,190,22.18,52.25,5.9,107.68,apple
19,148,201,20.37,54.75,6.14,132.08,apple
21,140,208,26.57,49.8,6.17,127.36,apple
13,125,186,20.56,55.67,6.0,125.59,apple
25,125,186,26.28,60.19,5.93,119.7,apple
19,139,193,23.35,51.56,5.62,102.44,apple
18,124,190,18.36,59.79,5.87,87.02,apple
15,137,190,20.65,57.3,6.04,91.05,apple
22,125,198,22.5,55.49,5.49,108.31,apple
28,120,224,21.87,57.74,5.47,101.03,apple
17,123,195,21.46,65.0,5.43,114.14,apple
21,123,209,21.48,47.63,6.16,95.85,apple
